InvoiceNo,Recency,Frequency,Monetary,Cluster,Segment
556824,178,37,256.34000000000003,0,Low-Value Guests
556825,178,69,465.28,0,Low-Value Guests
556826,178,169,1093.31,0,Low-Value Guests
556884,178,-61,0.0,0,Low-Value Guests
556907,177,3,15.350000000000001,0,Low-Value Guests
556924,177,127,269.44,0,Low-Value Guests
556932,177,457,1456.75,0,Low-Value Guests
556933,177,2,0.0,0,Low-Value Guests
556934,177,1,0.0,0,Low-Value Guests
556936,177,34,90.22,0,Low-Value Guests
556939,177,240,0.0,0,Low-Value Guests
556943,177,-126,0.0,0,Low-Value Guests
556944,177,-29,0.0,0,Low-Value Guests
556945,177,3,0.0,0,Low-Value Guests
556946,177,2,0.0,0,Low-Value Guests
556947,177,1,0.0,0,Low-Value Guests
556948,177,1,0.0,0,Low-Value Guests
556949,177,1,0.0,0,Low-Value Guests
556950,177,1,0.0,0,Low-Value Guests
556951,177,2,0.0,0,Low-Value Guests
556952,177,1,0.0,0,Low-Value Guests
556955,177,10,0.0,0,Low-Value Guests
556962,177,12,0.0,0,Low-Value Guests
556963,177,-9,0.0,0,Low-Value Guests
557024,176,14,5.88,0,Low-Value Guests
557025,176,-9,0.0,0,Low-Value Guests
557028,176,-4,0.0,0,Low-Value Guests
557029,176,-24,0.0,0,Low-Value Guests
557030,176,-50,0.0,0,Low-Value Guests
557031,176,-65,0.0,0,Low-Value Guests
557035,176,-220,0.0,0,Low-Value Guests
557036,176,-271,0.0,0,Low-Value Guests
557108,176,-1440,0.0,0,Low-Value Guests
557112,176,642,2271.0299999999997,2,Recent High-Spenders
557137,176,3,0.0,0,Low-Value Guests
557138,176,2,0.0,0,Low-Value Guests
557139,176,2,0.0,0,Low-Value Guests
557140,176,2,9.9,0,Low-Value Guests
557151,176,18,35.88,0,Low-Value Guests
557229,175,4,12.4,0,Low-Value Guests
557231,175,379,1940.53,0,Low-Value Guests
557253,175,3,11.629999999999999,0,Low-Value Guests
557254,175,2,6.6,0,Low-Value Guests
557323,173,2,4.640000000000001,0,Low-Value Guests
557324,173,372,1674.72,0,Low-Value Guests
557377,173,2,3133.12,0,Low-Value Guests
557390,173,-4,0.0,0,Low-Value Guests
557412,173,5,0.0,0,Low-Value Guests
557415,173,12,0.0,0,Low-Value Guests
557417,173,-324,0.0,0,Low-Value Guests
557480,172,59,333.54,0,Low-Value Guests
557481,172,74,543.94,0,Low-Value Guests
557482,172,40,329.4,0,Low-Value Guests
557486,172,44,0.0,0,Low-Value Guests
557491,172,66,0.0,0,Low-Value Guests
557493,172,124,520.96,0,Low-Value Guests
557494,172,110,699.5899999999999,0,Low-Value Guests
557495,172,16,108.28,0,Low-Value Guests
557496,172,63,393.1,0,Low-Value Guests
557497,172,18,167.59,0,Low-Value Guests
557500,172,377,1259.85,0,Low-Value Guests
557501,172,12,4.68,0,Low-Value Guests
557502,172,460,2192.19,0,Low-Value Guests
557511,172,5,12.65,0,Low-Value Guests
557596,172,-1440,0.0,0,Low-Value Guests
557597,172,-1440,0.0,0,Low-Value Guests
557599,172,-1440,0.0,0,Low-Value Guests
557600,172,-1440,0.0,0,Low-Value Guests
557610,172,1,4.15,0,Low-Value Guests
557613,171,80,0.0,0,Low-Value Guests
557640,171,364,1760.85,0,Low-Value Guests
557641,171,43,252.73999999999998,0,Low-Value Guests
557642,171,64,381.76,0,Low-Value Guests
557643,171,62,502.32000000000005,0,Low-Value Guests
557644,171,340,1216.03,0,Low-Value Guests
557645,171,194,815.86,0,Low-Value Guests
557675,171,537,633.96,0,Low-Value Guests
557756,170,-14,0.0,0,Low-Value Guests
557768,170,1,3.01,0,Low-Value Guests
557777,170,-5,0.0,0,Low-Value Guests
557778,170,-38,0.0,0,Low-Value Guests
557780,170,11,18.6,0,Low-Value Guests
557784,170,-5,0.0,0,Low-Value Guests
557806,170,-5,0.0,0,Low-Value Guests
557847,170,11,0.0,0,Low-Value Guests
557851,170,-23,0.0,0,Low-Value Guests
557936,169,1,12.5,0,Low-Value Guests
557937,169,321,1238.33,0,Low-Value Guests
557938,169,376,1435.1799999999998,0,Low-Value Guests
558032,169,-7,0.0,0,Low-Value Guests
558033,169,-59,0.0,0,Low-Value Guests
558034,169,-78,0.0,0,Low-Value Guests
558046,168,257,542.2,0,Low-Value Guests
558047,168,1,542.2,0,Low-Value Guests
558055,168,2,1.07,0,Low-Value Guests
558064,168,22,17.38,0,Low-Value Guests
558066,168,368,1110.73,0,Low-Value Guests
558068,168,268,1286.67,0,Low-Value Guests
558116,166,148,869.72,0,Low-Value Guests
558117,166,44,249.31,0,Low-Value Guests
558118,166,88,460.13,0,Low-Value Guests
558119,166,121,749.72,0,Low-Value Guests
558120,166,35,214.76999999999998,0,Low-Value Guests
558236,165,6,3.9000000000000004,0,Low-Value Guests
558238,165,-21,0.0,0,Low-Value Guests
558240,165,293,1046.79,0,Low-Value Guests
558242,165,1,1.65,0,Low-Value Guests
558243,165,10,3.42,0,Low-Value Guests
558244,165,-2,0.0,0,Low-Value Guests
558245,165,8,0.0,0,Low-Value Guests
558246,165,1,4.15,0,Low-Value Guests
558268,165,-220,0.0,0,Low-Value Guests
558305,165,7,0.0,0,Low-Value Guests
558306,165,-118,0.0,0,Low-Value Guests
558307,165,-39,0.0,0,Low-Value Guests
558308,165,-10,0.0,0,Low-Value Guests
558309,165,-42,0.0,0,Low-Value Guests
558316,165,66,395.40999999999997,0,Low-Value Guests
558318,165,-14,0.0,0,Low-Value Guests
558319,165,41,261.73,0,Low-Value Guests
558321,165,40,256.91999999999996,0,Low-Value Guests
558337,164,6,10.8,0,Low-Value Guests
558340,164,53,481.45,0,Low-Value Guests
558342,164,1,0.0,0,Low-Value Guests
558343,164,6,0.0,0,Low-Value Guests
558344,164,4,0.0,0,Low-Value Guests
558345,164,6,0.0,0,Low-Value Guests
558346,164,3,0.0,0,Low-Value Guests
558369,164,3,0.0,0,Low-Value Guests
558371,164,772,3668.64,2,Recent High-Spenders
558377,164,-17,0.0,0,Low-Value Guests
558378,164,-13,0.0,0,Low-Value Guests
558379,164,-1681,0.0,0,Low-Value Guests
558388,164,463,810.1,0,Low-Value Guests
558445,163,-18,0.0,0,Low-Value Guests
558446,163,-80,0.0,0,Low-Value Guests
558448,163,-90,0.0,0,Low-Value Guests
558449,163,-35,0.0,0,Low-Value Guests
558450,163,40,0.0,0,Low-Value Guests
558451,163,-80,0.0,0,Low-Value Guests
558453,163,2,1.7,0,Low-Value Guests
558457,163,-95,0.0,0,Low-Value Guests
558464,163,-20,0.0,0,Low-Value Guests
558475,163,4137,8705.89,2,Recent High-Spenders
558476,163,-6,0.0,0,Low-Value Guests
558477,163,-1,0.0,0,Low-Value Guests
558485,163,15,34.38,0,Low-Value Guests
558520,163,-38,0.0,0,Low-Value Guests
558566,162,8,28.380000000000003,0,Low-Value Guests
558569,162,2,5.1,0,Low-Value Guests
558610,162,19,24.08,0,Low-Value Guests
558614,162,1410,2962.33,2,Recent High-Spenders
558663,162,100,0.0,0,Low-Value Guests
558680,162,30,207.07999999999998,0,Low-Value Guests
558681,162,35,243.53,0,Low-Value Guests
558682,162,81,482.52,0,Low-Value Guests
558683,162,59,422.75,0,Low-Value Guests
558697,162,1,4.95,0,Low-Value Guests
558715,161,1,116.69,0,Low-Value Guests
558720,161,1,8.25,0,Low-Value Guests
558723,161,-7,0.0,0,Low-Value Guests
558724,161,14,0.0,0,Low-Value Guests
558725,161,37,0.0,0,Low-Value Guests
558728,161,-1,0.0,0,Low-Value Guests
558730,161,-1,0.0,0,Low-Value Guests
558732,161,-1,0.0,0,Low-Value Guests
558741,161,-1,0.0,0,Low-Value Guests
558742,161,-1,0.0,0,Low-Value Guests
558743,161,-4,0.0,0,Low-Value Guests
558774,159,840,2403.3199999999997,2,Recent High-Spenders
558777,159,828,5078.83,2,Recent High-Spenders
558808,159,49,188.74,0,Low-Value Guests
558809,159,68,506.83,0,Low-Value Guests
558810,159,126,841.5799999999999,0,Low-Value Guests
558811,159,42,198.8,0,Low-Value Guests
558835,159,35,206.07,0,Low-Value Guests
558837,159,93,460.65999999999997,0,Low-Value Guests
558864,159,417,936.04,0,Low-Value Guests
558865,159,116,174.95999999999998,0,Low-Value Guests
558866,159,4,59.8,0,Low-Value Guests
558869,159,19,20.95,0,Low-Value Guests
558874,158,46,90.42999999999999,0,Low-Value Guests
558889,158,24,0.0,0,Low-Value Guests
558890,158,-24,0.0,0,Low-Value Guests
558896,158,13,21.45,0,Low-Value Guests
558904,158,946,2479.2,2,Recent High-Spenders
558913,158,11,0.0,0,Low-Value Guests
558914,158,11,0.0,0,Low-Value Guests
558915,158,4,0.0,0,Low-Value Guests
559037,157,10,0.0,0,Low-Value Guests
559038,157,732,3643.81,2,Recent High-Spenders
559039,157,71,466.25,0,Low-Value Guests
559040,157,23,146.13,0,Low-Value Guests
559041,157,18,117.84,0,Low-Value Guests
559042,157,37,281.74,0,Low-Value Guests
559043,157,97,580.94,0,Low-Value Guests
559051,157,549,1477.98,0,Low-Value Guests
559052,157,1562,4178.58,2,Recent High-Spenders
559055,157,1372,3872.9,2,Recent High-Spenders
559147,156,147,0.0,0,Low-Value Guests
559161,156,4,7.35,0,Low-Value Guests
559162,156,683,1618.34,0,Low-Value Guests
559163,156,649,1799.93,0,Low-Value Guests
559166,156,24,1.44,0,Low-Value Guests
559296,156,574,0.0,0,Low-Value Guests
559304,155,8,27.84,0,Low-Value Guests
559314,155,-50,0.0,0,Low-Value Guests
559335,155,72,0.0,0,Low-Value Guests
559337,155,672,2184.93,2,Recent High-Spenders
559338,155,823,2339.28,2,Recent High-Spenders
559365,155,-3,0.0,0,Low-Value Guests
559373,155,-110,0.0,0,Low-Value Guests
559374,155,-100,0.0,0,Low-Value Guests
559375,155,-300,0.0,0,Low-Value Guests
559376,155,-35,0.0,0,Low-Value Guests
559377,155,17,0.0,0,Low-Value Guests
559378,155,-39,0.0,0,Low-Value Guests
559379,155,-8,0.0,0,Low-Value Guests
559390,155,-110,0.0,0,Low-Value Guests
559398,155,-70,0.0,0,Low-Value Guests
559402,155,-8,0.0,0,Low-Value Guests
559405,155,-7,0.0,0,Low-Value Guests
559410,155,-179,0.0,0,Low-Value Guests
559414,155,-4,0.0,0,Low-Value Guests
559423,155,-14,0.0,0,Low-Value Guests
559488,154,111,741.5999999999999,0,Low-Value Guests
559489,154,53,252.82999999999998,0,Low-Value Guests
559490,154,2,15.75,0,Low-Value Guests
559491,154,119,646.04,0,Low-Value Guests
559492,154,43,267.79,0,Low-Value Guests
559493,154,86,569.11,0,Low-Value Guests
559494,154,52,279.2,0,Low-Value Guests
559496,154,9,55.28,0,Low-Value Guests
559497,154,84,544.3199999999999,0,Low-Value Guests
559499,154,460,2295.74,0,Low-Value Guests
559501,154,10,29.6,0,Low-Value Guests
559503,154,1,0.0,0,Low-Value Guests
559506,154,915,2382.68,2,Recent High-Spenders
559514,154,33,214.79,0,Low-Value Guests
559515,154,30,136.32,0,Low-Value Guests
559517,154,12,82.64,0,Low-Value Guests
559518,154,70,367.33,0,Low-Value Guests
559520,154,2,9.9,0,Low-Value Guests
559521,154,463,626.93,0,Low-Value Guests
559522,154,1,5.95,0,Low-Value Guests
559602,152,23,0.0,0,Low-Value Guests
559603,152,1,0.0,0,Low-Value Guests
559604,152,3,0.0,0,Low-Value Guests
559655,151,-124,0.0,0,Low-Value Guests
559689,151,48,66.75,0,Low-Value Guests
559692,151,23,28.009999999999998,0,Low-Value Guests
559693,151,936,2421.13,2,Recent High-Spenders
559694,151,4,9.100000000000001,0,Low-Value Guests
559792,151,-66,0.0,0,Low-Value Guests
559796,150,400,1722.05,0,Low-Value Guests
559799,150,13,88.37,0,Low-Value Guests
559800,150,40,239.63,0,Low-Value Guests
559801,150,43,348.56,0,Low-Value Guests
559802,150,99,666.8199999999999,0,Low-Value Guests
559805,150,1,3.95,0,Low-Value Guests
559816,150,1169,3405.4,2,Recent High-Spenders
559817,150,652,1839.58,0,Low-Value Guests
559825,150,23,0.0,0,Low-Value Guests
559914,149,130,798.11,0,Low-Value Guests
559923,149,883,2387.13,2,Recent High-Spenders
559924,149,3,23.85,0,Low-Value Guests
559943,149,-251,0.0,0,Low-Value Guests
559946,149,200,0.0,0,Low-Value Guests
560037,148,-34,0.0,0,Low-Value Guests
560039,148,-3100,0.0,0,Low-Value Guests
560040,148,3100,0.0,2,Recent High-Spenders
560050,148,13,32.39,0,Low-Value Guests
560090,148,462,1548.83,0,Low-Value Guests
560091,148,-10,0.0,0,Low-Value Guests
560110,148,-40,0.0,0,Low-Value Guests
560111,148,-3,0.0,0,Low-Value Guests
560112,148,-38,0.0,0,Low-Value Guests
560113,148,-40,0.0,0,Low-Value Guests
560114,148,-35,0.0,0,Low-Value Guests
560116,148,15,0.0,0,Low-Value Guests
560117,148,16,29.339999999999996,0,Low-Value Guests
560121,148,3,9.65,0,Low-Value Guests
560162,148,1,10.0,0,Low-Value Guests
560213,147,-18,0.0,0,Low-Value Guests
560214,147,-54,0.0,0,Low-Value Guests
560215,147,-84,0.0,0,Low-Value Guests
560216,147,30,0.0,0,Low-Value Guests
560217,147,1,0.79,0,Low-Value Guests
560218,147,30,0.0,0,Low-Value Guests
560225,147,930,2929.35,2,Recent High-Spenders
560245,146,213,235.96,0,Low-Value Guests
560283,145,175,277.07,0,Low-Value Guests
560290,145,50,332.03999999999996,0,Low-Value Guests
560291,145,71,562.5,0,Low-Value Guests
560292,145,46,321.45,0,Low-Value Guests
560293,145,96,526.8,0,Low-Value Guests
560294,145,20,148.37,0,Low-Value Guests
560296,145,82,500.34,0,Low-Value Guests
560297,145,8,51.0,0,Low-Value Guests
560298,145,90,645.35,0,Low-Value Guests
560328,145,63,0.0,0,Low-Value Guests
560329,145,6,0.0,0,Low-Value Guests
560358,145,26,0.0,0,Low-Value Guests
560367,145,1,12.75,0,Low-Value Guests
560373,145,1,4287.63,2,Recent High-Spenders
560388,144,1,0.0,0,Low-Value Guests
560389,144,1,0.0,0,Low-Value Guests
560399,144,17,0.0,0,Low-Value Guests
560400,144,6,0.0,0,Low-Value Guests
560401,144,15,0.0,0,Low-Value Guests
560402,144,2,0.0,0,Low-Value Guests
560403,144,17,0.0,0,Low-Value Guests
560404,144,1,0.0,0,Low-Value Guests
560405,144,1,0.0,0,Low-Value Guests
560406,144,1,0.0,0,Low-Value Guests
560407,144,9,0.0,0,Low-Value Guests
560411,144,1,550.64,0,Low-Value Guests
560419,144,1,717.23,0,Low-Value Guests
560421,144,1,1592.49,0,Low-Value Guests
560423,144,-25,0.0,0,Low-Value Guests
560424,144,-84,0.0,0,Low-Value Guests
560425,144,-23,0.0,0,Low-Value Guests
560427,144,-2,0.0,0,Low-Value Guests
560428,144,-169,0.0,0,Low-Value Guests
560429,144,6,0.0,0,Low-Value Guests
560431,144,1,611.86,0,Low-Value Guests
560433,144,582,1721.77,0,Low-Value Guests
560434,144,1193,2953.59,2,Recent High-Spenders
560438,144,1,294.92,0,Low-Value Guests
560439,144,1,705.45,0,Low-Value Guests
560440,144,-1,0.0,0,Low-Value Guests
560494,144,24,20.4,0,Low-Value Guests
560565,143,160,0.0,0,Low-Value Guests
560567,143,741,3342.95,2,Recent High-Spenders
560573,143,1,112.35,0,Low-Value Guests
560575,143,1,106.4,0,Low-Value Guests
560578,143,12,0.0,0,Low-Value Guests
560583,143,-7,0.0,0,Low-Value Guests
560591,143,1,1.65,0,Low-Value Guests
560600,143,-2834,0.0,0,Low-Value Guests
560658,143,1,451.42,0,Low-Value Guests
560717,142,-3,0.0,0,Low-Value Guests
560719,142,-21,0.0,0,Low-Value Guests
560722,142,-31,0.0,0,Low-Value Guests
560730,142,-2,0.0,0,Low-Value Guests
560737,142,-109,0.0,0,Low-Value Guests
560755,142,141,343.35,0,Low-Value Guests
560772,142,1345,3105.08,2,Recent High-Spenders
560773,142,847,2330.17,2,Recent High-Spenders
560775,142,1,1.25,0,Low-Value Guests
560777,142,58,353.52,0,Low-Value Guests
560778,142,52,332.89,0,Low-Value Guests
560779,142,129,895.16,0,Low-Value Guests
560780,142,128,806.67,0,Low-Value Guests
560819,142,2,0.0,0,Low-Value Guests
560830,142,-6,0.0,0,Low-Value Guests
560831,142,-1,0.0,0,Low-Value Guests
560857,141,108,0.0,0,Low-Value Guests
560865,141,4,31.8,0,Low-Value Guests
560867,141,-21,0.0,0,Low-Value Guests
560889,141,1,0.0,0,Low-Value Guests
560890,141,1,0.0,0,Low-Value Guests
560900,141,3,3.79,0,Low-Value Guests
560923,141,-14,0.0,0,Low-Value Guests
560926,141,1561,3814.99,2,Recent High-Spenders
560938,141,324,1584.36,0,Low-Value Guests
560939,141,-3,0.0,0,Low-Value Guests
560940,141,-53,0.0,0,Low-Value Guests
560941,141,-178,0.0,0,Low-Value Guests
560986,140,24,0.0,0,Low-Value Guests
560993,140,6,20.1,0,Low-Value Guests
560995,140,6,5.84,0,Low-Value Guests
560999,140,46,62.5,0,Low-Value Guests
561000,140,2,3.3,0,Low-Value Guests
561080,138,92,302.54,0,Low-Value Guests
561086,138,-530,0.0,0,Low-Value Guests
561090,138,24,180.98,0,Low-Value Guests
561091,138,70,217.44,0,Low-Value Guests
561103,138,-32,0.0,0,Low-Value Guests
561107,138,-5,0.0,0,Low-Value Guests
561108,138,-7,0.0,0,Low-Value Guests
561110,138,-16,0.0,0,Low-Value Guests
561209,137,661,2511.4,2,Recent High-Spenders
561214,137,379,1412.75,0,Low-Value Guests
561217,137,382,1685.6399999999999,0,Low-Value Guests
561218,137,308,1191.6299999999999,0,Low-Value Guests
561243,137,19,36.68,0,Low-Value Guests
561245,137,4,20.62,0,Low-Value Guests
561249,137,-4,0.0,0,Low-Value Guests
561250,137,-2,0.0,0,Low-Value Guests
561251,137,-8,0.0,0,Low-Value Guests
561252,137,-5,0.0,0,Low-Value Guests
561253,137,-10,0.0,0,Low-Value Guests
561254,137,-11,0.0,0,Low-Value Guests
561255,137,-3,0.0,0,Low-Value Guests
561256,137,-7,0.0,0,Low-Value Guests
561271,137,170,0.0,0,Low-Value Guests
561282,137,13,0.0,0,Low-Value Guests
561323,136,11,0.0,0,Low-Value Guests
561326,136,-227,0.0,0,Low-Value Guests
561327,136,36,0.0,0,Low-Value Guests
561333,136,1,12.75,0,Low-Value Guests
561354,136,-8,0.0,0,Low-Value Guests
561361,136,100,0.0,0,Low-Value Guests
561362,136,-11,0.0,0,Low-Value Guests
561364,136,-4,0.0,0,Low-Value Guests
561365,136,10,0.0,0,Low-Value Guests
561367,136,334,1557.36,0,Low-Value Guests
561369,136,431,1627.48,0,Low-Value Guests
561371,136,282,1083.06,0,Low-Value Guests
561372,136,1,13.31,0,Low-Value Guests
561392,136,15,0.0,0,Low-Value Guests
561475,135,-3,0.0,0,Low-Value Guests
561476,135,-36,0.0,0,Low-Value Guests
561477,135,20,0.0,0,Low-Value Guests
561478,135,-2,0.0,0,Low-Value Guests
561479,135,-1,0.0,0,Low-Value Guests
561480,135,-12,0.0,0,Low-Value Guests
561481,135,-27,0.0,0,Low-Value Guests
561482,135,-2,0.0,0,Low-Value Guests
561483,135,4,0.0,0,Low-Value Guests
561484,135,-39,0.0,0,Low-Value Guests
561486,135,-2,0.0,0,Low-Value Guests
561487,135,-1,0.0,0,Low-Value Guests
561489,135,-2,0.0,0,Low-Value Guests
561490,135,3,0.0,0,Low-Value Guests
561491,135,-2,0.0,0,Low-Value Guests
561492,135,-1,0.0,0,Low-Value Guests
561493,135,-11,0.0,0,Low-Value Guests
561494,135,-23,0.0,0,Low-Value Guests
561495,135,36,0.0,0,Low-Value Guests
561496,135,-10,0.0,0,Low-Value Guests
561497,135,38,0.0,0,Low-Value Guests
561498,135,-14,0.0,0,Low-Value Guests
561499,135,52,0.0,0,Low-Value Guests
561500,135,-1,0.0,0,Low-Value Guests
561501,135,-1,0.0,0,Low-Value Guests
561503,135,-4,0.0,0,Low-Value Guests
561504,135,-7,0.0,0,Low-Value Guests
561505,135,-12,0.0,0,Low-Value Guests
561506,135,-1,0.0,0,Low-Value Guests
561509,135,5,10.850000000000001,0,Low-Value Guests
561513,135,298,1115.78,0,Low-Value Guests
561515,135,434,1617.03,0,Low-Value Guests
561516,135,1,3.95,0,Low-Value Guests
561523,135,-45,0.0,0,Low-Value Guests
561524,135,-2,0.0,0,Low-Value Guests
561525,135,-1,0.0,0,Low-Value Guests
561526,135,-2,0.0,0,Low-Value Guests
561527,135,-5,0.0,0,Low-Value Guests
561536,135,-2,0.0,0,Low-Value Guests
561538,135,-1,0.0,0,Low-Value Guests
561539,135,-1,0.0,0,Low-Value Guests
561540,135,-1,0.0,0,Low-Value Guests
561541,135,-1,0.0,0,Low-Value Guests
561543,135,-1,0.0,0,Low-Value Guests
561553,135,-29,0.0,0,Low-Value Guests
561555,135,-11,0.0,0,Low-Value Guests
561557,135,-31,0.0,0,Low-Value Guests
561565,135,18,0.0,0,Low-Value Guests
561609,135,-1,0.0,0,Low-Value Guests
561639,134,-346,0.0,0,Low-Value Guests
561640,134,-125,0.0,0,Low-Value Guests
561651,134,407,1634.54,0,Low-Value Guests
561652,134,2,0.0,0,Low-Value Guests
561660,134,1,0.0,0,Low-Value Guests
561663,134,-108,0.0,0,Low-Value Guests
561665,134,142,0.0,0,Low-Value Guests
561666,134,30,0.0,0,Low-Value Guests
561667,134,166,436.83,0,Low-Value Guests
561668,134,-2,0.0,0,Low-Value Guests
561673,134,107,0.0,0,Low-Value Guests
561674,134,1,0.0,0,Low-Value Guests
561691,134,23,13.81,0,Low-Value Guests
561805,133,-15,0.0,0,Low-Value Guests
561812,133,8,0.0,0,Low-Value Guests
561820,133,371,1535.98,0,Low-Value Guests
561892,131,15,97.32,0,Low-Value Guests
561918,131,-6,0.0,0,Low-Value Guests
561919,131,-188,0.0,0,Low-Value Guests
561920,131,-52,0.0,0,Low-Value Guests
561921,131,-240,0.0,0,Low-Value Guests
561924,131,-197,0.0,0,Low-Value Guests
561927,131,-1060,0.0,0,Low-Value Guests
562024,130,413,1580.52,0,Low-Value Guests
562104,129,767,3358.63,2,Recent High-Spenders
562113,129,424,1674.5,0,Low-Value Guests
562114,129,304,1270.42,0,Low-Value Guests
562134,129,1,0.0,0,Low-Value Guests
562135,129,1,0.0,0,Low-Value Guests
562164,129,-94,0.0,0,Low-Value Guests
562212,128,-97,0.0,0,Low-Value Guests
562215,128,100,0.0,0,Low-Value Guests
562225,128,3,4.75,0,Low-Value Guests
562264,128,371,1490.62,0,Low-Value Guests
562278,128,-342,0.0,0,Low-Value Guests
562279,128,-26,0.0,0,Low-Value Guests
562350,127,2,39.9,0,Low-Value Guests
562352,127,-59,0.0,0,Low-Value Guests
562382,127,-40,0.0,0,Low-Value Guests
562383,127,-90,0.0,0,Low-Value Guests
562384,127,-44,0.0,0,Low-Value Guests
562385,127,-84,0.0,0,Low-Value Guests
562386,127,-21,0.0,0,Low-Value Guests
562390,127,-92,0.0,0,Low-Value Guests
562391,127,-40,0.0,0,Low-Value Guests
562417,127,526,1691.3799999999999,0,Low-Value Guests
562420,127,523,1691.32,0,Low-Value Guests
562463,127,-6,0.0,0,Low-Value Guests
562464,127,-24,0.0,0,Low-Value Guests
562530,126,5,16.92,0,Low-Value Guests
562536,126,4,6.6,0,Low-Value Guests
562544,126,-9,0.0,0,Low-Value Guests
562546,126,-110,0.0,0,Low-Value Guests
562547,126,-343,0.0,0,Low-Value Guests
562548,126,-84,0.0,0,Low-Value Guests
562553,126,579,1689.6599999999999,0,Low-Value Guests
562588,124,1,1.95,0,Low-Value Guests
562653,123,-30,0.0,0,Low-Value Guests
562714,123,64,0.0,0,Low-Value Guests
562715,123,529,2138.62,0,Low-Value Guests
562717,123,377,1480.41,0,Low-Value Guests
562785,122,-455,0.0,0,Low-Value Guests
562805,122,1,3.59,0,Low-Value Guests
562843,122,436,1718.73,0,Low-Value Guests
562846,122,1046,4318.93,2,Recent High-Spenders
562855,122,-124,0.0,0,Low-Value Guests
562916,121,16,38.28,0,Low-Value Guests
562933,121,631,2697.53,2,Recent High-Spenders
562934,121,355,1763.75,0,Low-Value Guests
562936,121,41,110.64,0,Low-Value Guests
562937,121,1,1.65,0,Low-Value Guests
562945,121,425,0.0,0,Low-Value Guests
562955,121,2501,16677.260000000002,2,Recent High-Spenders
563015,121,380,0.0,0,Low-Value Guests
563025,120,1,1.69,0,Low-Value Guests
563027,120,2,5.4,0,Low-Value Guests
563088,120,7,43.489999999999995,0,Low-Value Guests
563093,120,273,1319.78,0,Low-Value Guests
563101,120,1,0.0,0,Low-Value Guests
563102,120,1,0.0,0,Low-Value Guests
563105,120,2,0.0,0,Low-Value Guests
563106,120,3,0.0,0,Low-Value Guests
563108,120,37,0.0,0,Low-Value Guests
563148,120,-37,0.0,0,Low-Value Guests
563160,120,1,39.95,0,Low-Value Guests
563190,119,5,6.25,0,Low-Value Guests
563193,119,533,1554.35,0,Low-Value Guests
563195,119,389,1598.57,0,Low-Value Guests
563244,117,-36,0.0,0,Low-Value Guests
563359,116,20,0.0,0,Low-Value Guests
563439,115,718,3148.4,2,Recent High-Spenders
563445,115,1,0.0,0,Low-Value Guests
563447,115,50,0.0,0,Low-Value Guests
563449,115,2,0.0,0,Low-Value Guests
563452,115,12,0.0,0,Low-Value Guests
563453,115,-24,0.0,0,Low-Value Guests
563467,115,4,10.97,0,Low-Value Guests
563480,115,1,2.45,0,Low-Value Guests
563547,115,252,619.35,0,Low-Value Guests
563549,115,602,4109.72,2,Recent High-Spenders
563568,114,12,0.0,0,Low-Value Guests
563579,114,1,1.25,0,Low-Value Guests
563650,114,-156,0.0,0,Low-Value Guests
563652,114,-36,0.0,0,Low-Value Guests
563687,114,4,8.32,0,Low-Value Guests
563700,113,-553,0.0,0,Low-Value Guests
563701,113,20,0.0,0,Low-Value Guests
563702,113,65,0.0,0,Low-Value Guests
563704,113,-66,0.0,0,Low-Value Guests
563715,113,-18,0.0,0,Low-Value Guests
563717,113,8,15.8,0,Low-Value Guests
563820,113,1,10.0,0,Low-Value Guests
563930,110,6,10.02,0,Low-Value Guests
564018,110,5,4.25,0,Low-Value Guests
564021,110,10,24.03,0,Low-Value Guests
564086,109,1,160.0,0,Low-Value Guests
564087,109,735,2653.9500000000003,2,Recent High-Spenders
564184,108,734,767.02,0,Low-Value Guests
564185,108,4,13.600000000000001,0,Low-Value Guests
564205,108,1,6.95,0,Low-Value Guests
564220,108,1,0.0,0,Low-Value Guests
564221,108,799,5064.8,2,Recent High-Spenders
564229,108,20,0.0,0,Low-Value Guests
564230,108,1191,5234.73,2,Recent High-Spenders
564365,107,41,111.87,0,Low-Value Guests
564516,106,164,1019.6700000000001,0,Low-Value Guests
564530,106,48,312.5,0,Low-Value Guests
564533,106,100,0.0,0,Low-Value Guests
564628,106,1,7.5,0,Low-Value Guests
564633,106,400,0.0,0,Low-Value Guests
564644,105,5,0.0,0,Low-Value Guests
564645,105,44,0.0,0,Low-Value Guests
564646,105,360,1506.2,0,Low-Value Guests
564665,105,1,1.1,0,Low-Value Guests
564667,105,-400,0.0,0,Low-Value Guests
564754,102,488,2026.73,0,Low-Value Guests
564755,102,270,1088.78,0,Low-Value Guests
564756,102,421,1288.42,0,Low-Value Guests
564757,102,353,1651.18,0,Low-Value Guests
564758,102,373,1645.83,0,Low-Value Guests
564760,102,352,1424.23,0,Low-Value Guests
564761,102,30,0.0,0,Low-Value Guests
564762,102,30,0.0,0,Low-Value Guests
564785,102,7,7.09,0,Low-Value Guests
564817,102,475,1523.8799999999999,0,Low-Value Guests
564818,102,527,1564.23,0,Low-Value Guests
564820,102,275,964.92,0,Low-Value Guests
564825,102,368,1509.44,0,Low-Value Guests
564835,102,362,1525.29,0,Low-Value Guests
564837,102,430,1892.1399999999999,0,Low-Value Guests
